name,input,label
королева пальм,ингредиенты: джин кокосовый ликер сахарный сироп сироп корицы лаймовый сок грейпфрутовый сок вода корица в палочках лед пожелания: крепкие кислые пряные цитрусовые тропические,"Налей в шейкер лаймовый сок 15 мл, грейпфрутовый сок 25 мл, кокосовую воду 15 мл, сироп корицы 5 мл, сахарный сироп 5 мл, кокосовый ликер 5 мл и джин 45 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась палочками корицы"
малиновый слинг,ингредиенты: сахарный сироп лимонный сок спрайт малина красный базилик мята лед пожелания: безалкогольные ягодные травяные цитрусовые сладкие,"Наполни слинг кубиками льда доверху. Положи в шейкер малину 20 ягод,  базилик красный 1 листик и подави мадлером. Добавь лимонный сок 15 мл и сахарный сироп 10 мл. Наполни шейкер кубиками льда и взбей. Прелей через стрейнер и ситечко в слинг. Долей спрайт доверху и аккуратно размешай коктейльной ложкой. Укрась ягодкой малины на шпажке и веточкой мяты"
золотое дно,ингредиенты: текила сельдерей мед табаско соус красный пожелания: крепкие пикантные овощные травяные сладкие,Налей в стопку золотую текилу 50 мл. Налей в другую стопку мед 10 мл. Добавь табаско соус красный 3 капли и подай с кусочком стебля сельдерея. Выпей текилу и заверши сельдереем для полноты вкуса
мимоза,ингредиенты: просекко апельсиновый сок пожелания: слабоалкогольные кислые цитрусовые на игристом классика,Налей в охлажденный бокал флюте апельсиновый сок 90 мл. Долей просекко доверху и аккуратно размешай коктейльной ложкой
кукарача,ингредиенты: текила ликер драй оранж ликер манго пожелания: крепкие тропические сладкие на текиле шоты,"Налей в стопку ликер манго 15 мл. Используя коктейльную ложку, уложи слоями ликер драй оранж 15 мл и серебряную текилу 15 мл"
спренджер тоник,ингредиенты: джин водка сахарный сироп лимонный сок имбирное пиво огурец кардамон корица в палочках лед пожелания: крепкие цитрусовые пряные на джине физзы,"Наполни хайбол кубиками льда доверху. Положи в шейкер кардамон 5 г и водку 10 мл и подави мадлером. Перелей кардамоновую водку в хайбол через стрейнер и ситечко. Налей в бокал лимонный сок 40 мл, сахарный сироп 30 мл и лондонский сухой джин 50 мл. Долей имбирное пиво доверху и размешай коктейльной ложкой. Укрась коктейль слайсом огурца и палочками корицы"
глазгоу мул,ингредиенты: виски ликер из цветков бузины биттер сахарный сироп лимонный сок имбирное пиво лед пожелания: крепкие цветочные пряные на виски физзы,"Налей лимонный сок 20 мл, сахарный сироп 10 мл и ликер бузины 15 мл . Добавь шотландский виски 50 мл и ангостуру биттер 1 дэш. Долей имбирный лимонад доверху и аккуратно перемешай коктейльной ложкой. Укрась апельсиновой цедрой"
калипсо,ингредиенты: водка ликер пименто драм персиковый ликер биттер сироп на бобах тонка лимонный сок белок перепелиного яйца цветы фиалки лед пожелания: крепкие кислые на водке сауэры желтые,"Налей в шейкер белок перепелиного яйца 10 мл, лимонный сок 20 мл и домашний сироп из бобов тонка 15 мл. Добавь персиковый ликер 5 мл, ликер пименто драм 15 мл и водку 50 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в коктейльный бокал. Укрась ангостурой биттером 3 дэш и цветком фиалки"
малиновый пиджак шутер,ингредиенты: водка черносмородиновый сироп курага пожелания: крепкие сладкие на водке шоты разноцветные,Налей в стопку домашнюю малиновую водку 50 мл. Налей в другую стопку черносмородиновый сироп 25 мл и окуни в него курагу на шпажке. Выпей шот и заверши его курагой
горячий апельсин,ингредиенты: ром клубничный сироп апельсиновый сок клубничное пюре клубника пожелания: слабоалкогольные ягодные цитрусовые сладкие на роме,"Положи в питчер клубничное пюре 10 к. ложек. Добавь клубничный сироп 30 мл, апельсиновый сок 100 мл и белый ром 50 мл . Помешивая, нагрей, не доводя до кипения. Перелей в бокал для ирландского кофе. Укрась нарезанной клубникой"
башня силы сауэров,ингредиенты: бурбон сахарный сироп лимонный сок белок перепелиного яйца портвейн лед пожелания: крепкие ягодные кислые цитрусовые на бурбоне,"Налей в шейкер белок перепелиного яйца 25 мл, лимонный сок 25 мл, сахарный сироп 12,5 мл и выдержанный бурбон 50 мл. Добавь клюквенный джем с портвейном 2 к. ложки . Тщательно взбей безо льда. Наполни шейкер кубиками льда и снова взбей . Перелей через стрейнер и ситечко в бокал сауэр"
маргарита с шалфеем и ананасом,ингредиенты: текила медовый сироп лаймовый сок ананас шалфей лед пожелания: крепкие тропические фруктовые травяные сладкие,"Положи в шейкер ананас 4 кусочка, шалфей 3 листика и подави мадлером. Налей лаймовый сок 10 мл, медовый сироп 15 мл и золотую текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденное шампанское блюдце. Укрась листиком шалфея"
стратосфера,ингредиенты: самбука классическая мятный ликер зеленый трипл сек лаймовый сок пожелания: крепкие мятные сладкие пряные на самбуке,"Налей в стопку мятный ликер зеленый 20 мл. Используя коктейльную ложку, уложи слоями самбуку 15 мл, ликер трипл сек 10 мл. Добавь лаймовый сок 10 мл. Подожги и быстро выпей через трубочку"
яблочно-имбирная маргарита,ингредиенты: текила имбирный сироп лаймовый сок яблочный сок яблоко лед пожелания: крепкие пряные сладкие на текиле твисты,"Налей в шейкер лаймовый сок 10 мл, яблочный сок 25 мл, имбирный сироп 15 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденное шампанское блюдце. Укрась веером из долек яблока"
мама стифлера,ингредиенты: водка саке лимонный сок малиновое пюре лепестки роз лед пожелания: крепкие кислые ягодные цитрусовые на водке,Наполни рокс кубиками льда доверху. Выжми в шейкер лимонный сок 15 мл и положи малиновое пюре 20 г. Добавь саке 30 мл и цитрусовую водку 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в рокс. Укрась лепестком розы
48 капель,ингредиенты: водка лимончелло херес фино апельсиновая цедра лед пожелания: крепкие цитрусовые сладкие на водке шорт дринки,"Налей в шейкер лимончелло 30 мл, херес фино 30 мл и водку 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась апельсиновой цедрой"
порт надежды,ингредиенты: джин ром копченая олия кокосовая стружка лед пожелания: крепкие пряные фруктовые на роме шорт дринки,Сделай на коктейльном бокале окаемку из кокосовой стружки. Налей в стакан для смешивания домашнюю копченую олию 20 мл. Добавь домашний фруктовый ром 50 мл и лондонский сухой джин 40 мл. Наполни стакан для смешивания кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в коктейльный бокал
молочный бренди пунш,ингредиенты: коньяк сахарный сироп ванильный сироп молоко жирные сливки мускатный орех молотый лед пожелания: слабоалкогольные сладкие сливочные пряные на коньяке,"Наполни коллинз кубиками льда доверху. Налей в шейкер жирные сливки 25 мл, молоко 75 мл, сахарный сироп 15 мл, ванильный сироп 10 мл и коньяк 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в бокал. Укрась мускатным орехом молотым"
ром коллинз,ингредиенты: ром сахарный сироп лаймовый сок содовая лайм лед пожелания: слабоалкогольные цитрусовые сладкие на роме лонги,"Наполни хайбол кубиками льда доверху. Налей лаймовый сок 15 мл, сахарный сироп 15 мл и белый ром 50 мл . Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась коктейльной вишней и половинкой лайма"
любовь к милану,ингредиенты: виски биттер биттер сахарный сироп лаймовый сок грейпфрутовый сок мята лимонная цедра лед пожелания: крепкие горькие кислые травяные цитрусовые,"Наполни рокс дробленым льдом доверху. Налей в бокал лаймовый сок 15 мл, грейпфрутовый сок 45 мл, сахарный сироп 15 мл, красный биттер 30 мл и односолодовый виски из Хайленда 30 мл. Добавь домашний биттер милано 3 дэш. Хорошо размешай с помощью свизл стик. Досыпь немного дробленого льда . Укрась лимонной цедрой и веточкой мяты"
красный пес,ингредиенты: текила самбука классическая табаско соус красный пожелания: крепкие пикантные пряные на текиле шоты,"Налей в стопку светлую самбуку 20 мл. Используя коктейльную ложку, уложи слоями табаско соус красный 5 мл и серебряную текилу 25 мл"
866,ингредиенты: аквавит биттер грейпфрутовый сок соль лед лед пожелания: крепкие кислые цитрусовые травяные горькие,"Сделай на роксе соленую окаемку и наполни кубиками льда доверху. Налей в стакан для смешивания грейпфрутовый сок 30 мл, красный биттер 30 мл и аквавит 30 мл. Наполни стакан дробленным льдом и аккуратно размешай коктейльной ложкой . Перелей через стрейнер в рокс"
нашедшему – находка,ингредиенты: джин сироп агавы лаймовый сок имбирное пиво лимонная трава мята корень имбиря лед лед пожелания: пряные цитрусовые на джине физзы коллинзы,"Наполни консервную банку дробленым льдом доверху. Положи в шейкер корень имбиря 5 г, лимонную траву 5 г, мяту 5 г и подави мадлером. Налей в шейкер лаймовый сок 30 мл, сироп агавы 30 мл и лондонский сухой джин 60 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в консервную банку. Долей имбирное пиво доверху"
карловарская осень,ингредиенты: светлое пиво миндальный сироп медовый сироп кленовый сироп апельсиновый сок лимонный сок апельсин корица в палочках гвоздика пожелания: слабоалкогольные цитрусовые сладкие пряные на пиве,"Налей в питчер лимонный сок 10 мл, апельсиновый сок 100 мл, кленовый сироп 5 мл, медовый сироп 15 мл, миндальный сироп 15 мл и светлое пиво 50 мл. Добавь гвоздику 3 шт. и палочку корицы. Помешивая нагрей, не доводя до кипения. Перелей через ситечко в бокал для ирландского кофе. Укрась долькой апельсина, гвоздикой и палочкой корицы"
шоколадный милкшейк,ингредиенты: шоколадный сироп молоко шоколадное мороженое черный шоколад пожелания: безалкогольные сладкие сливочные шоколадные на молоке,Положи в миксер шоколадное мороженое 200 г. Налей молоко 80 мл и шоколадный сироп 20 мл. Взбей без добавления льда и перелей в коктейльную креманку. Укрась тертым шоколадом
текила смэш,ингредиенты: текила сахарный сироп лимон лайм мята лед пожелания: крепкие кислые цитрусовые мятные на текиле,"Положи в рокс мяту 5 листиков, лимон 3 дольки и подави мадлером. Наполни рокс дробленым льдом доверху. Налей сахарный сироп 20 мл, серебряную текилу 50 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась кружком лайма и листиком мяты"
мандариновый лимонад в кувшине,ингредиенты: сироп маракуйи лимонный сок содовая мандарин мята лед пожелания: безалкогольные тропические цитрусовые мятные сладкие,"Литрового кувшина хватит примерно на 4 хайбола. Положи в кувшин нарезанные на четвертинки 2 мандарина, мяту 30 листьев и несильно подави мадлером. Наполни кувшин дробленым льдом на 2/3. Налей лимонный сок 30 мл и сироп маракуйи 60 мл . Долей содовую доверху и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась веточкой мяты"
зомби,ингредиенты: ром ром сироп корицы грейпфрутовый сок лаймовый сок грейпфрут мята лед лед пожелания: крепкие кислые цитрусовые пряные на роме,"Наполни тики-бокал дробленым льдом доверху. Налей в шейкер лаймовый сок 30 мл, грейпфрутовый сок 45 мл, сироп корицы 30 мл, темный ром 45 мл и сверхкрепкий ром 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в тики-бокал. Укрась долькой грейпфрута и веточкой мяты"
вишневый сауэр,ингредиенты: виски сахарный сироп лимонный сок вишневый сок белок перепелиного яйца апельсин коктейльная вишня красная лед пожелания: крепкие цитрусовые на виски сауэры красные,"Наполни рокс кубиками льда доверху. Налей в шейкер белок перепелиного яйца 25 мл, лимонный сок 15 мл, вишневый сок 30 мл, сахарный сироп 20 мл и шотландский виски 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в рокс. Укрась долькой апельсина и коктейльной вишней"
арбузный эль,ингредиенты: сироп маракуйи лимонный сок имбирное пиво арбуз лед пожелания: безалкогольные тропические цитрусовые ягодные на газировке,Наполни коктейльную креманку кубиками льда доверху. Положи в шейкер мякоть дольки арбуза и подави мадлером. Налей лимонный сок 15 мл и сироп маракуйи 20 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в коктейльную креманку. Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой. Укрась кусочком арбуза на шпажке
фейхо наслаждение,ингредиенты: сахарный сироп ванильный сироп лаймовый сок яблочный сок фейхоа лед лед пожелания: безалкогольные сладкие пряные фруктовые на соке,"Наполни слинг дробленым льдом доверху. Положи в шейкер нарезанную фейхоа 1 шт. и подави мадлером. Налей лаймовый сок 10 мл, яблочный сок 100 мл, ванильный сироп 10 мл и сахарный сироп 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в слинг. Досыпь немного дробленого льда. Укрась ломтиком фейхоа"
драй мартини,ингредиенты: джин вермут оливки лед пожелания: крепкие сухие на джине простые классика,Налей в стакан для смешивания сухой вермут 15 мл и джин 75 мл. Наполни стакан кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась оливкой на шпажке
взбитый кампари,ингредиенты: джин биттер апельсин лед пожелания: крепкие горькие травяные на ликере твисты,Положи в шейкер 30 г апельсина и налей лондонский сухой джин 15 мл. Добавь красный биттер 60 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в коктейльный бокал. Укрась итальянским флагом на прищепке
грейпфрутовый лимонад в кувшине,ингредиенты: медовый сироп яблочный сироп зеленый сахарный сироп грейпфрутовый сок содовая грейпфрут корень имбиря лед пожелания: безалкогольные сладкие пряные цитрусовые на соке,"Литрового кувшина хватит примерно на 4 хайбола. Наполни кувшин кубиками льда на 2/3. Налей в шейкер сок корня имбиря 20 мл, сахарный сироп 20 мл, яблочный сироп зеленый 25 мл, медовый сироп 25 мл и грейпфрутовый сок 250 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в кувшин. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась кружком грейпфрута"
мелоник,ингредиенты: дынный ликер лаймовый сок тоник лайм лед лед пожелания: слабоалкогольные горькие на ликере лонги миксы,Наполни хайбол кубиками льда доверху. Налей лаймовый сок 10 мл и дынный ликер 50 мл. Долей тоник доверху и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда . Укрась кружком лайма
джи&ит,ингредиенты: вермут ликер драй оранж апельсиновая цедра лед пожелания: крепкие пряные на ликере простые красные,Налей в стакан для смешивания красный вермут 40 мл и ликер Драй Оранж 50 мл. Наполни стакан кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась апельсиновой цедрой
генриэтта хадсон,ингредиенты: ром кальвадос вермут ликер из цветков бузины апельсиновая цедра лед пожелания: крепкие цветочные сладкие сухие на кальвадосе,"Налей в шейкер белый вермут 25 мл, ликер из цветков бузины 5 мл, кальвадос 25 мл и белый ром 25 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась апельсиновой цедрой на шпажке"
чайна ред гимлет,ингредиенты: джин кордиал лимонная цедра лед пожелания: крепкие кислые на джине твисты миксы,Налей в стакан для смешивания домашний калиновый кордиал 25 мл и джин 50 мл. Наполни стакан кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась лимонной цедрой на коктейльной шпажке
карнивор,ингредиенты: писко водка сок папайи лаймовый сок сок маракуйи клубничное пюре цветок карнивора сычуаньский бутон тростниковый сахарный песок пожелания: крепкие ягодные кислые травяные цитрусовые,"Положи в блендер 7 сычуаньских бутонов и клубничное пюре 4 к. ложки. Налей лаймовый сок 20 мл, сок маракуйи 20 мл, сок папайи 20 мл, домашнюю водку с чили 10 мл и писко 40 мл. Взбивай без добавления льда в течение минуты. Перелей коктейль в бутыль и охлади . Наполни коктейльный бокал тростниковым сахарным песком и помести в него цветок карнивора. Перелей охлажденный коктейль в цветок"
карибский яблочный пирог,ингредиенты: кальвадос черносмородиновый ликер биттер сироп корицы клюквенный сок лимонный сок яблоко мята лед пожелания: крепкие сладкие пряные на кальвадосе лонги,"Наполни слинг кубиками льда доверху. Налей в шейкер лимонный сок 30 мл, клюквенный сок 75 мл, сироп корицы 25 мл, черносмородиновый ликер 15 мл и кальвадос 60 мл. Добавь ангостуру биттер 1 дэш. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в слинг. Укрась веером из долек яблока и веточкой мяты"
облако в штанах,ингредиенты: джин просекко биттер сахарный сироп лимонный сок пищевое сусальное золото лед пожелания: крепкие кислые цветочные на джине на игристом,"Налей в стакан для смешивания сахарный сироп 15 мл и лимонный сок 15 мл. Добавь лавандовый биттер 2 дэш, домашний джин на клитории 30 мл и просекко 80 мл. Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер во флюте. Укрась бокал пищевым сусальным золотом"
цвак с содовой,ингредиенты: цвак уникум сахарный сироп лаймовый сок содовая огурец мята апельсиновая цедра лимонная цедра лед пожелания: крепкие кислые цитрусовые травяные горькие,"Налей в хайбол лаймовый сок 25 мл, сахарный сироп 15 мл и цвак уникум 50 мл. Зажги над коктейлем горелку и выжми на нее масло из 1 лимонной и 2 апельсиновых цедр. Наполни бокал дробленым льдом. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Досыпь немного льда доверху. Укрась полоской огурца и веточкой мяты"
шериш коблер,ингредиенты: джин вермут херес олоросо миндальный сироп лаймовый сок тимьян лимонная трава кунжут лед лед пожелания: крепкие пикантные на джине лонги оранжевые,"Наполни бокал для вина кубиками льда. Налей лаймовый сок 10 мл, миндальный сироп 5 мл и домашний вермут на шампиньонах 40 мл. Добавь лондонский сухой джин 20 мл, херес олоросо 40 мл и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась веточкой тимьяна, лимонной травой и кунжутом"
бостонский чай,ингредиенты: ром джин водка текила трипл сек кофейный ликер лимонный сок кола лед пожелания: крепкие сладкие лонги физзы коричневые,"Наполни хайбол кубиками льда доверху. Налей лимонный сок 15 мл, ликер трипл сек 20 мл, кофейный ликер 20 мл, водку 20 мл, джин 20 мл, серебряную текилу 20 мл и белый ром 20 мл. Долей колу доверху и аккуратно размешай коктейльной ложкой"
бабулин сад,ингредиенты: абсент зеленый шартрез ликер из цветков бузины сахарный сироп лаймовый сок белок перепелиного яйца зеленый базилик лед пожелания: крепкие кислые цитрусовые травяные горькие,"Положи в шейкер зеленый базилик 3 листика. Добавь лаймовый сок 25 мл, сахарный сироп 5 мл и подави мадлером. Налей белок перепелиного яйца 15 мл, зеленый шартрез 40 мл, ликер из цветков бузины 15 мл и абсент 5 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в охлажденное шампанское блюдце. Укрась листиком зеленого базилика"
серебряная текила с лаймом и солью,ингредиенты: текила лайм соль пожелания: крепкие соленые на текиле шоты простые,"Налей в стопку серебряную текилу 50 мл. Смочи долькой лайма руку между большим и указательным пальцем. Посыпь это место солью. Лизни соль, выпей шот и заверши его лаймом"
индийский сауэр,ингредиенты: виски сироп корицы лаймовый сок белок перепелиного яйца апельсин кунжут лед пожелания: крепкие сладкие пряные цитрусовые на виски,"Сделай на бокале сауэр окаемку из жареного кунжута. Положи в шейкер четвертинку апельсина и подави мадлером. Налей белок перепелиного яйца 25 мл, лаймовый сок 10 мл, сироп корицы 20 мл и односолодовый виски из Хайленда 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в охлажденный бокал сауэр"
о де ви,ингредиенты: ром ананасовое пюре корица в палочках пожелания: крепкие пряные фруктовые тропические сладкие,"Положи в колбу дистиллятора ананасовое пюре 4 к. ложки. Налей белый ром 60 мл и положи палочку корицы. Подожги горелку. Подожди 15 минут, пока дистиллят перельется из колбы в стопку, и выпей получившийся коктейль"
водка мандарин,ингредиенты: водка мандариновый сок мандарин лед пожелания: слабоалкогольные цитрусовые сладкие на водке миксы,Наполни хайбол кубиками льда доверху. Налей водку 50 мл. Долей мандариновый сок доверху и аккуратно размешай коктейльной ложкой. Укрась двумя дольками мандарина
мексиканский мул,ингредиенты: текила сахарный сироп лимонный сок имбирное пиво апельсин корень имбиря лед пожелания: крепкие сладкие пряные цитрусовые на текиле,"Наполни хайбол кубиками льда доверху. Положи в шейкер корень имбиря 2 дольки, четвертинку апельсина и подави мадлером. Добавь лимонный сок 15 мл, сахарный сироп 20 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в хайбол. Долей доверху имбирное пиво и аккуратно размешай коктейльной ложкой. Укрась долькой апельсина и кусочком корня имбиря"
красный чай,ингредиенты: гренадин вода лимон апельсин гвоздика мускатный орех молотый молотая корица ванильный сахарный песок пожелания: безалкогольные цитрусовые пряные сладкие горячие,"Положи в питчер по одной нарезанной четвертинке лимона и апельсина и слегка подави мадлером. Добавь гвоздику 2 шт. и по щепотке ореха мускатного молотого, молотой корицы и ванильного сахарного песка. Налей гренадин 50 мл и воду без газа 150 мл. Помешивая, нагрей, не доводя до кипения. Перелей в бокал для ирландского кофе"
пенициллин #2,ингредиенты: виски сироп агавы имбирный сироп лимонный сок апельсин соль лед пожелания: крепкие пикантные на виски твисты желтые,"Наполни рокс кубиками льда доверху. Налей в шейкер лимонный сок 15 мл и имбирный сироп 15 мл. Добавь щепотку соли, сироп агавы 15 мл и односолодовый виски с острова Айла 60 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в бокал. Укрась кружком апельсина"
скользкий сосок,ингредиенты: самбука классическая айриш крим гренадин пожелания: крепкие сливочные сладкие пряные на самбуке,"Налей в стопку самбуку 25 мл. Используя коктейльную ложку, уложи слой айриш крим 25 мл. Аккуратно капни из трубочки гренадин в центр шота"
сэнди коллинз,ингредиенты: виски сахарный сироп лимонный сок содовая лимонная цедра лед пожелания: слабоалкогольные цитрусовые на виски простые физзы,"Наполни бокал кубиками льда доверху. Налей в шейкер лимонный сок 20 мл, сахарный сироп 10 мл и шотландский виски 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в коллинз. Долей содовую доверху. Укрась лимонной цедрой"
цвета осени,ингредиенты: водка сироп маракуйи яблочный сок клюквенный сок лайм апельсин грейпфрут лед лед пожелания: крепкие цитрусовые тропические сладкие на водке,"Положи в шейкер четвертинку лайма, дольку апельсина, грейпфрута и подави мадлером. Налей яблочный сок 10 мл, клюквенный сок 10 мл, сироп маракуйи 20 мл и цитрусовую водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в хайбол. Переложи фрукты из шейкера в хайбол. Наполни хайбол дробленым льдом доверху. Укрась кружком грейпфрута"
медовый космо-тини,ингредиенты: водка биттер медовый сироп яблочный сок лимонный сок малина грейпфрутовая цедра лед пожелания: крепкие сладкие ягодные на водке твисты,"Положи в шейкер малину 4 ягоды и подави мадлером. Налей лимонный сок 15 мл, яблочный сок 20 мл, медовый сироп 25 мл и цитрусовую водку 50 мл. Добавь апельсиновый биттер 1 дэш. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась грейпфрутовой цедрой"
кейп кодер,ингредиенты: водка клюквенный сок клюква лед пожелания: слабоалкогольные сладкие ягодные на водке миксы,Наполни хайбол кубиками льда доверху. Положи клюкву 1 к. ложку и налей водку 50 мл . Долей клюквенный сок доверху и аккуратно размешай коктейльной ложкой
мексиканский завтрак,ингредиенты: текила бенедиктин сироп агавы содовая молоко лайм авокадо лед пожелания: слабоалкогольные тропические травяные фруктовые сливочные,"Наполни хайбол кубиками льда доверху. Положи в шейкер очищенную и нарезанную половинку авокадо без косточки и подави мадлером. Налей молоко 25 мл, сироп агавы 15 мл, бенедиктин 20 мл и серебряную текилу 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в хайбол. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась кружками лайма"
запретное яблоко,ингредиенты: коньяк гентиана ликер из цветков бузины яблочный сидр яблоко мята яблочноревеневый кетчуп лед пожелания: крепкие кислые фруктовые на коньяке шорт дринки,Наполни рокс кубиками льда доверху. Налей домашний яблочно-ревеневый кетчуп 60 мл и ликер из цветков бузины 5 мл. Добавь гентиану 10 мл и коньяк 50 мл. Долей яблочный сидр доверху и аккуратно размешай коктейльной ложкой. Укрась маленьким яблоком и пучком мяты
большие маленькие двери,ингредиенты: граппа маурин квина гентиана яблочный сидр биттер кордиал укроп соль лед пожелания: крепкие пряные цитрусовые сладкие на ликере,"Налей в шейкер домашний грейпфрутово-укропный кордиал 35 мл, гентиану 25 мл и грейпфрутовый биттер 2 дэш. Добавь соль 2 г, маурин квину 25 мл и граппу 10 мл . Наполни шейкер льдом, закрой и перекатывай несколько минут из одной руки в другую по вертикали. Перелей через стрейнер в охлажденный коктейльный бокал и долей яблочный сидр доверху. Укрась веточкой укропа"
