name,input,label
ирландский пирог тодди,ингредиенты: виски ванильный сироп яблочный сок лимонный сок яблоко корица в палочках апельсиновая цедра пожелания: слабоалкогольные пряные сладкие на виски горячие,"Налей в питчер лимонный сок 15 мл,  яблочный сок 125 мл, ванильный сироп 20 мл и ирландский виски 40 мл. Помешивая, нагрей,  но не доводи до кипения . Перелей в бокал для ирландского кофе. Выжми цедру апельсина,  положи ее в бокал и добавь палочку корицы. Укрась кожурой яблока"
умфази,ингредиенты: ром джин вермут биттер лимонный шербет овощное масло лаймовая цедра лед пожелания: крепкие цитрусовые на джине театр желтые,"Налей в стакан для смешивания домашний лимонный шербет 20 мл и домашний вермут с крыжовником 40 мл. Добавь грейпфрутовый биттер 2 дэш, золотой ром 10 мл и лондонский сухой джин 20 мл. Наполни стакан для смешивания кубиками льда и аккуратно размешай коктейльной ложкой . Перелей коктейль в бутыль через стрейнер . Положи в окуриватель лаймовую цедру. Помести бутыль и коктейльный бокал под колпак и ароматизируй дымом в течение нескольких минут . Укрась пипеткой с домашним виноградным маслом с укропом"
малиновый гоголь-моголь,ингредиенты: молоко нежирные сливки желток перепелиного яйца малина мед сахарный песок печенье пожелания: безалкогольные сливочные ягодные сладкие на молоке,"Положи в питчер малину 5 к. ложек, сахарный песок 5 к. ложек и подави мадлером. Добавь желтки перепелиных яиц 5 шт., мед 20 мл, нежирные сливки 50 мл и молоко 150 мл. Помешивая, нагрей коктейль паром от кофемашины, не доводя до кипения. Перелей в бокал для ирландского кофе. Укрась печеньем"
выдержанный манхэттен,ингредиенты: бурбон виски вермут апельсиновая цедра коктейльная вишня красная лед пожелания: крепкие травяные на виски на бурбоне твисты,Налей в стакан для смешивания красный вермут 100 мл и шотландский виски 200 мл. Добавь бурбон 300 мл и аккуратно размешай коктейльной ложкой. Перелей полученный коктейль в бочку и оставь вызревать на полгода. Положи в рокс ледяной куб. Перелей готовый коктейль через ситечко в бокал. Укрась апельсиновой цедрой и коктейльной вишней на шпажке
бренди александр,ингредиенты: коньяк какао ликер коричневый fruko schul нежирные сливки мускатный орех молотый лед пожелания: крепкие сливочные сладкие шоколадные на коньяке,"Налей в шейкер нежирные сливки 30 мл, какао ликер коричневый 30 мл и коньяк 45 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденное шампанское блюдце. Укрась мускатным орехом молотым"
собака.ру,ингредиенты: водка лимонный сок табаско соус красный пожелания: крепкие пикантные кислые на водке шоты,"Налей в стопку лимонный сок 15 мл. Используя коктейльную ложку, уложи слой водки 20 мл. Добавь 5–6 капель табаско соуса красного"
виски персиковая мята,ингредиенты: виски сахарный сироп лимонный сок холодный персиковый чай персик мята лед пожелания: крепкие мятные сладкие на виски шорт дринки,"Положи в рокс мяту 7 листьев. Наполни бокал дробленым льдом доверху. Налей лимонный сок 15 мл, сахарный сироп 25 мл и холодный персиковый чай 50 мл . Добавь шотландский виски 50 мл и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась двумя дольками персика"
гимлет мистера уэда,ингредиенты: джин сахарный сироп лаймовый сок лед лед пожелания: крепкие цитрусовые кислые на джине твисты,"Положи ледяной куб в шампанское блюдце. Налей в шейкер лаймовый сок 15 мл, сахарный сироп 5 мл и джин 45 мл. Наполни шейкер кубиками льда и сделай хард шейк. Перелей через стрейнер в бокал"
имбирная граната,ингредиенты: водка сахарный сироп лаймовый сок гранат корень имбиря апельсиновая цедра лед пожелания: крепкие кислые пряные на водке тини,"Положи в шейкер дольку корня имбиря, зерна половины граната и подави мадлером. Налей лаймовый сок 10 мл, сахарный сироп 10 мл и водку 60 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась обожженной апельсиновой цедрой"
невинный секс,ингредиенты: самбука классическая трипл сек fruko schul айриш крим пожелания: крепкие сливочные пряные сладкие на самбуке,"Налей в стопку самбуку 20 мл. Используя коктейльную ложку, уложи слой ликера трипл сек 20 мл. Аккуратно налей из трубочки по капле айриш крим 10 мл. Подожги и быстро выпей через трубочку"
регалия ионы,ингредиенты: виски мастиха сироп пряная тыква молотая корица миндальное молоко лед пожелания: слабоалкогольные сливочные на виски лонги бежевые,Налей в шейкер миндальное молоко 30 мл и сироп пряная тыква 35 мл. Добавь мастиху 20 мл и шотландский виски 30 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в чашку. Укрась молотой корицей
бочонок с медом,ингредиенты: виски яблочный ликер зеленый fruko schul лимонный сок мед молотая корица пожелания: крепкие пряные на виски шоты разноцветные,"Сделай на стопке окаемку из меда. Налей мед 15 мл. Используя коктейльную ложку, уложи слой яблочного ликера зеленого 15 мл. Добавь щепотку молотой корицы. Уложи слоями лимонный сок 15 мл и шотландский виски 15 мл. Облизни медовую окаемку и выпей коктейль"
малевич шутер,ингредиенты: водка соленый огурец мед пожелания: крепкие сладкие на водке шоты разноцветные,Налей в стопку водку 50 мл. Налей в другую стопку мед 15 мл и окуни в него ломтик соленого огурца на шпажке. Выпей шот и заверши его огурцом в меде
любимый наркотик,ингредиенты: кашаса текила бехеровка сахарный сироп грейпфрутовый сок лаймовый сок лайм мята красный перец молотый лед пожелания: крепкие цитрусовые на текиле лонги бежевые,"Сделай на коллинзе окаемку из красного молотого перца. Наполни бокал дробленым льдом до верху. Налей лаймовый сок 15 мл, грейпфрутовый сок 30 мл и сахарный сироп 10 мл. Добавь бехеровку 5 мл, кашасу 25 мл и серебряную текилу 30 мл. Аккуратно размешай коктейльной ложкой. Укрась веточкой мяты и долькой лайма"
роял флеш,ингредиенты: грейпфрутовый ликер fruko schul трипл сек fruko schul имбирный сироп лимонный сок пожелания: крепкие кислые цитрусовые пряные на ликере,"Налей в стопку имбирный сироп 15 мл. Используя коктейльную ложку, уложи слоями грейпфрутовый ликер красный 15 мл, лимонный сок 15 мл и ликер трипл сек 15 мл"
гусеница,ингредиенты: граппа текила апероль апельсиновый сок сахарная вата лед пожелания: крепкие цитрусовые на текиле шорт дринки оранжевые,Налей в шейкер апельсиновый сок 60 мл и апероль 30 мл. Добавь граппу 15 мл и домашнюю текилу на камеди 30 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в рокс. Укрась сахарной ватой
пандан в воздухе,ингредиенты: виски сироп манго лимонный сок белок перепелиного яйца лед пожелания: слабоалкогольные кислые на виски сауэры бежевые,Налей в шейкер лимонный сок 20 мл и белок перепелиного яйца 20 мл. Добавь сироп манго 40 мл и шотландский виски 45 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в охлажденный бокал
зеленая оса,ингредиенты: текила сироп агавы лаймовый сок огурец кориандр лед пожелания: крепкие овощные на текиле маргариты зеленые,Наполни рокс кубиками льда . Положи в шейкер 3 кружка огурца и 1 веточку кориандра и подави мадлером. Выжми в шейкер лаймовый сок 20 мл. Добавь сироп агавы 20 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в рокс. Укрась слайсом огурца
бурбон на бруснике,ингредиенты: бурбон брусника сахарный песок пожелания: крепкие ягодные кислые на бурбоне на компанию,"Не утрамбовывая, наполни двухлитровую банку ягодами брусники. Добавь сахарный песок 300 г и долей бурбон доверху. Закрой банку крышкой и настаивай 4 дня в темном и теплом месте"
абсент и ананас,ингредиенты: абсент ананасовый сок лед пожелания: слабоалкогольные травяные тропические на абсенте лонги,Наполни хайбол кубиками льда доверху. Налей абсент 50 мл. Долей ананасовый сок доверху и аккуратно размешай коктейльной ложкой
кайпиринья,ингредиенты: кашаса сахарный сироп лайм лед пожелания: крепкие цитрусовые кислые на кашасе классика,Положи в рокс порезанную на кубики половинку лайма и подави мадлером. Налей сахарный сироп 10 мл и кашасу 50 мл. Наполни рокс дробленым льдом и размешай коктейльной ложкой. Досыпь немного дробленого льда
розмари кулер 2,ингредиенты: водка сироп манго гренадин лимонный сок апельсиновый сок апельсин розмарин коктейльная вишня красная лед лед пожелания: слабоалкогольные травяные цитрусовые сладкие тропические,"Наполни слинг дробленым льдом доверху. Положи в шейкер розмарин 1 веточку и подави мадлером. Налей лимонный сок 15 мл, апельсиновый сок 80 мл, гренадин 5 мл, сироп манго 20 мл и водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в слинг. Досыпь немного дробленого льда. Укрась маленькой веточкой розмарина, долькой апельсина и коктейльной вишней"
розовый носорог,ингредиенты: джин гренадин лаймовый сок грейпфрутовая газировка розовая соль лед пожелания: слабоалкогольные сладкие цитрусовые на джине лонги,"Сделай на бокале соленую окаемку. Наполни коллинз кубиками льда доверху . Налей лаймовый сок 10 мл, гренадин 10 мл и лондонский сухой джин 50 мл. Долей грейпфрутовую газировку доверху и аккуратно размешай коктейльной ложкой"
водевиль,ингредиенты: абсент ликер корицы миндальный сироп лаймовый сок имбирное пиво лайм лед пожелания: крепкие сладкие пряные травяные на абсенте,"Наполни коллинз кубиками льда доверху. Налей в шейкер лаймовый сок 15 мл, миндальный сироп 30 мл, ликер корицы 30 мл и абсент 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в бокал. Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой. Укрась кружком лайма на шпажке"
аэлита,ингредиенты: вишневый ликер ликер драй оранж de kuype просекко тоник редька лед пожелания: крепкие пикантные на игристом на ликере физзы,Наполни бокал для вина льдом. Налей тоник 20 мл и ликер драй оранж 20 мл. Добавь домашний вишневый ликер 20 мл. Долей просекко доверху и аккуратно размешай коктейльной ложкой. Укрась тремя кружками редьки
лошадиная шея,ингредиенты: бурбон биттер имбирное пиво лимонная цедра лед пожелания: слабоалкогольные пряные на бурбоне лонги классика,Наполни хайбол кубиками льда доверху. Налей бурбон 50 мл и ангостуру биттер 1 дэш. Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой. Укрась длинной лимонной цедрой
за поздним завтраком,ингредиенты: джин сахарный сироп лимонный сок томатный сок белок перепелиного яйца овощные чипсы лед пожелания: слабоалкогольные овощные соленые на джине сауэры,"Наполни хайбол кубиками льда доверху. Налей в шейкер лимонный сок 20 мл, сахарный сироп 15 мл и белок перепелиного яйца 20 мл. Добавь томатный сок 80 мл и сельдереевый джин 45 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в охлажденный бокал. Укрась овощными чипсами"
горячий ромовый пунш,ингредиенты: ром портвейн медовый сироп сахарный сироп лаймовый сок черный чай гвоздика корица в палочках апельсиновая цедра пожелания: крепкие пряные сладкие на роме горячие,"Положи в питчер гвоздику 2 шт.. Налей лаймовый сок 15 мл, черный чай 120 мл, медовый сироп 20 мл, сахарный сироп 15 мл, портвейн тони 40 мл и темный ром 40 мл. Помешивая, нагрей, не доводя до кипения. Перелей через ситечко в кубок. Укрась палочкой корицы, обернутой апельсиновой цедрой"
имбирная страсть,ингредиенты: ром сахарный сироп лаймовый сок маракуйя корень имбиря лед пожелания: крепкие кислые пряные фруктовые тропические,"Положи в шейкер мякоть из маракуйи 1,5 шт., дольку корня имбиря и подави мадлером. Добавь лаймовый сок 10 мл, сахарный сироп 15 мл и белый ром 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась четвертинкой маракуйи"
грог,ингредиенты: ром сахарный сироп лимонный сок черный чай лимон гвоздика кардамон пожелания: слабоалкогольные пряные сладкие на роме горячие,"Положи в бокал для ирландского кофе лимон 2 дольки, гвоздику 3 шт. и кардамон 3 зернышка. Добавь лимонный сок 15 мл, сахарный сироп 20 мл и белый ром 40 мл. Долей горячий черный чай доверху и аккуратно размешай коктейльной ложкой"
палома,ингредиенты: текила лаймовый сок грейпфрутовый сок содовая лайм клубника мята соль лед пожелания: крепкие соленые кислые цитрусовые на текиле,"Сделай на бокале соленую окаемку. Наполни хайбол кубиками льда доверху. Налей лаймовый сок 15 мл, грейпфрутовый сок 50 мл и серебряную текилу 60 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась нарезанной клубникой, кружочком лайма и веточкой мяты"
горящий феррари,ингредиенты: ром ром трипл сек fruko schul ликер блю кюрасао fruko schul гренадин пожелания: крепкие сладкие на роме театр шоты,"Налей в стопку ликер трипл сек 50 мл. Налей в другую стопку темный ром 50 мл. Налей в коктейльный бокал гренадин 10 мл. Используя коктейльную ложку, уложи слоями ликер блю кюрасао 20 мл и сверхкрепкий ром 20 мл. Подожги коктейль в коктейльном бокале и начинай быстро пить через трубочку. По мере выпивания коктейля плавно вливай в коктейльный бокал темный ром и ликер трипл сек из стопок"
гранд'о,ингредиенты: ликер драй оранж de kuype сахарный сироп апельсиновый сок лаймовый сок содовая лед пожелания: слабоалкогольные цитрусовые на ликере физзы оранжевые,"Наполни хайбол кубиками льда доверху. Налей сахарный сироп 5 мл, лаймовый сок 15 мл и апельсиновый сок 50 мл. Добавь ликер Драй Оранж 50 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой"
хелп спешл флип,ингредиенты: ром абрикосовый ликер fruko schul гренадин сахарный сироп миндальный сироп апельсиновый сок лимонный сок желток перепелиного яйца мята коктейльная вишня красная лед пожелания: крепкие цитрусовые сладкие на роме лонги,"Наполни хайбол кубиками льда доверху. Налей в шейкер желтки перепелиных яиц 5 шт., лимонный сок 15 мл, апельсиновый сок 40 мл, гренадин 5 мл, сахарный сироп 10 мл, миндальный сироп 10 мл, абрикосовый ликер 20 мл и золотой ром 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в хайбол. Укрась коктейльной вишней и веточкой мяты"
будьте добры,ингредиенты: женевер маурин квина ликер мараскино fruko schul ореховый ликер de kuype биттер биттер апельсиновая цедра коктейльная вишня красная лед пожелания: крепкие кислые на джине шорт дринки коричневые,"Налей в стакан для смешивания ореховый ликер 5 мл, ликер мараскино 7,5 мл и маурин квину 45 мл. Добавь ангостуру биттер 1 дэш, апельсиновый биттер 2 дэш и дженевер 45 мл. Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в охлажденное шампанское блюдце. Укрась апельсиновой цедрой и коктейльной вишней на шпажке"
золотая текила с огурцом,ингредиенты: текила огурец соль пожелания: крепкие овощные соленые на текиле простые,"Налей в стопку золотую текилу 50 мл. Положи на поднос порезанный огурец, посыпанный солью и перцем. Выпей золотую текилу и заверши её огурцом!"
борзая,ингредиенты: водка грейпфрутовый ликер fruko schul грейпфрутовый сок грейпфрут лед пожелания: крепкие кислые цитрусовые на водке шоты,"Налей в шейкер грейпфрутовый сок 10 мл, грейпфрутовый ликер красный 30 мл и водку 20 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в стопку. Выпей шот и заверши его грейпфрутом"
ликер манго и апельсин,ингредиенты: ликер манго fruko schul апельсиновый сок манго лед пожелания: слабоалкогольные сладкие цитрусовые тропические на ликере,Наполни хайбол кубиками льда доверху. Налей ликер манго 50 мл. Долей апельсиновый сок доверху и аккуратно размешай коктейльной ложкой. Укрась маленькими слайсами манго
виски мармеладный драм,ингредиенты: виски медовый сироп лимонный сок апельсиновый сок апельсин мед грецкий орех лед лед пожелания: крепкие сладкие цитрусовые на виски лонги,"Наполни бокал для вина дробленым льдом доверху. Налей в шейкер лимонный сок 30 мл, апельсиновый сок 40 мл, медовый сироп 30 мл и шотландский виски 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в бокал для вина. Укрась долькой апельсина и грецкими орехами в меде"
хиросима,ингредиенты: самбука классическая абсент айриш крим гренадин пожелания: крепкие сладкие сливочные травяные на самбуке,"Налей в стопку самбуку 20 мл. Используя коктейльную ложку, уложи слоями айриш крим 10 мл и абсент 20 мл. Аккуратно налей через трубочку гренадин 5 капель"
нью-йоркский сауэр,ингредиенты: бурбон портвейн биттер лавандово-кленовый сироп лимонный сок белок перепелиного яйца лед пожелания: крепкие кислые цитрусовые на бурбоне сауэры,"Выжми в шейкер лимонный сок 20 мл. Налей домашний лавандово-кленовый сироп 15 мл и белок перепелиного яйца 30 мл. Добавь сливовый биттер 2 дэш, портвейн Руби 15 мл и бурбон 45 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей ещё раз. Перелей через стрейнер в шампанское блюдце"
горькая пилюля,ингредиенты: водка биттер сироп маракуйи пожелания: крепкие горькие тропические на водке шоты,"Налей в стопку сироп маракуйи 20 мл. Используя коктейльную ложку, уложи слоями красный биттер 15 мл и водку 15 мл"
харви бол бенджер,ингредиенты: водка гальяно л’аутентико апельсиновый сорбет апельсин пожелания: крепкие пряные цитрусовые сладкие на водке,Положи в охлажденное шампанское блюдце апельсиновый сорбет 50 г. Налей сверху водку 15 мл и гальяно аутентико 15 мл. Подавай с двумя кружками апельсина
авиация,ингредиенты: джин ликер мараскино fruko schul фиалковый ликер de kuype лимонный сок коктейльная вишня красная лед пожелания: крепкие кислые цитрусовые цветочные на джине,"Налей в стакан для смешивания лимонный сок 15 мл, ликер мараскино 20 мл, фиалковый ликер 5 мл и джин 50 мл. Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась коктейльной вишней"
дымчатый розмарин,ингредиенты: виски медовый сироп лимонный сок розмарин лед пожелания: крепкие цитрусовые на виски простые бежевые,Положи в рокс ледяную сферу. Налей лимонный сок 20 мл и медовый сироп 20 мл. Добавь односолодовый виски с острова Айла 50 мл и аккуратно размешай коктейльной ложкой. Укрась веточкой розмарина
ром кола,ингредиенты: ром лаймовый сок кола лайм лед пожелания: слабоалкогольные сладкие на роме физзы миксы,Наполни хайбол кубиками льда доверху. Налей лаймовый сок 10 мл и белый ром 50 мл. Долей колу доверху и аккуратно размешай коктейльной ложкой. Укрась 2 кружочками лайма
гальяно хот шот,ингредиенты: гальяно л’аутентико кофе эспрессо жирные сливки пожелания: слабоалкогольные пряные сливочные кофейные на ликере,"Налей в стопку гальяно аутентико 20 мл. Используя коктейльную ложку, уложи слоями горячий эспрессо 10 мл и жирные сливки 10 мл"
дайкири гарри,ингредиенты: ром лаймовый сок вишневый джем лед пожелания: крепкие пряные ягодные кислые на роме,Положи в шейкер вишневый джем 2 к. ложки. Налей лаймовый сок 10 мл и домашний ванильный ром 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденное шампанское блюдце
ночь в тунисе,ингредиенты: водка абсент вермут абрикосовый ликер fruko schul апельсиновый сок грейпфрутовый сок молотая корица апельсиновая цедра лед пожелания: крепкие цитрусовые травяные сладкие на водке,"Налей в шейкер грейпфрутовый сок 10 мл, апельсиновый сок 20 мл, красный вермут 20 мл, абрикосовый ликер 10 мл и водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Добавь абсент и подожги. Пока коктейль горит, выжми над ним апельсиновую цедру и насыпь немного молотой корицы. Дождись, когда выгорит абсент, и пей"
баттер скотч,ингредиенты: бурбон биттер херес олоросо ванильный сироп корень имбиря апельсиновая цедра лед пожелания: крепкие сливочные травяные пряные горькие,"Положи в шейкер корень имбиря 1 слайс и подави мадлером. Налей ванильный сироп 5 мл, херес олоросо 5 мл, красный биттер 20 мл и обогащенный маслом бурбон 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась апельсиновой цедрой"
физз моряка,ингредиенты: писко джин маурин квина сахарный сироп лимонный сок содовая лимон розмарин лепестки роз лед пожелания: крепкие травяные на джине лонги физзы,"Наполни слинг кубиками льда доверху. Налей лимонный сок 25 мл, сахарный сироп 15 мл и маурин квину 25 мл. Добавь писко 25 мл и домашний джин на гибискусе и пряностях 25 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась кружком лимона, веточкой розмарина и бутоном розы"
брусничный с апельсином,ингредиенты: жасминовый чай апельсин брусника пожелания: безалкогольные ягодные кислые цитрусовые цветочные,Положи в хайбол бруснику 9 к. ложек и апельсин 3 дольки. Налей горячий жасминовый чай доверху. Дай немного настояться и подавай с коктейльной ложкой
крепкий глинтвейн,ингредиенты: коньяк красное вино сухое лимон яблоко апельсин мед молотая корица гвоздика мускатный орех молотый черный перец молотый коктейльная вишня красная пожелания: крепкие фруктовые цитрусовые пряные сладкие,"Нарежь мелкими кубиками четвертинку апельсина, четвертинку лимона и половинку яблока. Положи фрукты в питчер. Налей мед 40 мл, красное вино сухое 150 мл и коньяк 50 мл. Добавь гвоздику 2 шт. и по щепотке молотой корицы, мускатного ореха молотого и черного перца молотого. Помешивая, нагрей, не доводя до кипения. Перелей в бокал для ирландского кофе. Укрась дольками яблока и коктейльной вишней на шпажке"
маленький соленый русский,ингредиенты: водка медовый сироп лимонный сок грейпфрут соль пожелания: крепкие цитрусовые соленые на водке шоты,"Налей в стопку медовый сироп 15 мл. Используя коктейльную ложку, уложи слоями лимонный сок 15 мл и цитрусовую водку 20 мл. Укрась очищенной соленой долькой грейпфрута на шпажке. Выпей шот и заверши его грейпфрутом"
эль бискоти,ингредиенты: мескаль стрега медово-имбирный сироп лимонный сок зеленый базилик кардамон корень имбиря лимонная цедра лед лед пожелания: крепкие цитрусовые сладкие пряные травяные,"Наполни рокс дробленым льдом доверху. Положи в шейкер корень имбиря 4 дольки и подави мадлером. Налей лимонный сок 25 мл, домашний медово-имбирный сироп 20 мл, стрегу 25 мл и мескаль 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в рокс. Используй прищепку, чтобы украсить коктейль лимонной цедрой, листиком зеленого базилика и несколькими зернами кардамона"
ядовитый оазис 1981,ингредиенты: бурбон цветы яблони уксус лед пожелания: крепкие кислые на бурбоне на компанию красные,Одной бутыли хватит примерно на 14 роксов. Налей в бутыль домашний вишневый уксус 200 мл. Добавь домашний бурбон на бобах тонка 500 мл. Тщательно взболтай. Подавай в роксе с ледяным кубом. Укрась цветами яблони
бьянко ванильное яблоко,ингредиенты: вермут ванильный сироп яблочный сок лимон лимонная цедра лед пожелания: слабоалкогольные цитрусовые сладкие на вермуте шорт дринки,Нарежь и положи в рокс четвертинку лимона. Наполни рокс дробленым льдом доверху. Налей яблочный сок 20 мл и ванильный сироп 5 мл. Добавь белый вермут 50 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась лимонной цедрой
кровавая машка,ингредиенты: текила лимонный сок томатный сок лайм табаско соус красный уксус соль черный перец молотый лед пожелания: слабоалкогольные соленые кислые пикантные овощные,"Наполни хайбол кубиками льда доверху. Налей лимонный сок 15 мл, томатный сок 125 мл, винный уксус 10 мл и серебряную текилу 50 мл. Добавь по щепотке соли и черного перца молотого, табаско соус красный 3 капли и аккуратно размешай коктейльной ложкой. Укрась половинкой лайма с солью"
капитано,ингредиенты: писко мескаль вермут биттер ванильный сироп пекан апельсиновая цедра лед лед пожелания: крепкие пряные на писко шорт дринки коричневые,"Положи ледяной куб в рокс. Налей в стакан для смешивания домашний красный вермут с пеканом 35 мл и мескаль 10 мл. Добавь ангостуру биттер 2 дэш, ванильный сироп 5 мл и писко 35 мл. Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в рокс. Укрась апельсиновой цедрой и пеканом"
тамарита,ингредиенты: текила трипл сек fruko schul лаймовый сок лайм тамариндовый соус красный перец молотый черный перец молотый лед пожелания: крепкие кислые пикантные цитрусовые на текиле,"Сделай на бокале окаемку из смеси черного и красного молотого перца. Налей в шейкер лаймовый сок 15 мл, соус тамаринд 25 мл, ликер трипл сек 25 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденную маргариту. Укрась долькой лайма"
фруктовый блейзер,ингредиенты: ликер корицы южный комфорт ликер амаретто fruko schul яблоко зеленый виноград апельсиновая цедра пожелания: крепкие фруктовые пряные на ликере шоты,"Положи в коньячный бокал нарезанную апельсиновую цедру, нарезанную дольку зеленого яблока и зеленый виноград 1 ягоду. Налей южный комфорт 20 мл, ликер корицы 20 мл и ликер амаретто 5 мл. Поставь бокал на рокс и подожги коктейль. Пока коктейль горит, крути коньячный бокал. Через 30 секунд перелей коктейль в рокс. Выпей залпом"
птичий помет,ингредиенты: текила ежевичный ликер fruko schul молоко пожелания: крепкие сливочные сладкие на ликере шоты,"Налей в стопку ежевичный ликер 30 мл. Используя коктейльную ложку, уложи слой серебряной текилы 10 мл. Аккуратно налей из трубочки молоко 5 мл"
